"","logFC","logCPM","LR","PValue","FDR"
"ENSG00000182013",-1.85095848102185,3.78275280513873,4.26889300244385,0.0388162102152054,1
"ENSG00000223523",-5.86609052186592,-2.0199584253691,4.26577127589457,0.0388875919950004,1
"ENSG00000228939",-7.93069989290198,-0.3979965306514,4.26141303032046,0.0389874784969565,1
"ENSG00000254290",-7.996281231391,-0.351295718240811,4.2450143679153,0.0393657366167583,1
"ENSG00000268119",-3.56200754880709,2.11419007408792,4.23838390485586,0.0395197686529946,1
"ENSG00000226383",-6.37771603215681,-1.66386710865838,4.23780506772741,0.0395332455716379,1
"ENSG00000277371",-6.37771603215681,-1.66386710865838,4.23780506772741,0.0395332455716379,1
"ENSG00000257379",-6.37771603215681,-1.66386710865838,4.23780506772741,0.0395332455716379,1
"ENSG00000278703",-6.37771603215681,-1.66386710865838,4.23780506772741,0.0395332455716379,1
"ENSG00000232645",-5.99150658712255,-1.94911205474259,4.22100579319073,0.03992648703945,1
"ENSG00000225406",-5.47453907506906,-2.26646744187917,4.22034055571998,0.0399421433121038,1
"ENSG00000270604",-5.47453907506906,-2.26646744187917,4.22034055571998,0.0399421433121038,1
"ENSG00000236172",-7.96989386005717,-0.374869984704768,4.21976058797971,0.0399557980302342,1
"ENSG00000228540",-7.88652601634224,-0.436974233915251,4.21901141548533,0.0399734437442511,1
"ENSG00000196922",-3.63841973219287,2.27662628748682,4.21575193591546,0.040050311492618,1
"ENSG00000259456",-5.89832220674492,0.117678792790362,4.21021665347423,0.0401812047403984,1
"ENSG00000259090",-5.81586432287414,-0.373229808978403,4.2101363316963,0.0401831074171805,1
"ENSG00000202415",-5.77196735152999,-2.08101172050278,4.20964467366615,0.0401947559625879,1
"ENSG00000261770",-5.77196735152999,-2.08101172050278,4.20964467366615,0.0401947559625879,1
"ENSG00000267561",-5.43333357959293,-0.310291999836664,4.19817171713467,0.0404675863352887,1
"ENSG00000213046",-4.96827276420658,0.471535738014533,4.18876969063784,0.0406926186023404,1
"ENSG00000154429",-5.23533632736148,0.910045715261979,4.17832341161211,0.0409441861453355,1
"ENSG00000233184",-4.67623398199455,1.33662282859959,4.17550001509684,0.0410124592256468,1
"ENSG00000280047",-7.84095651430554,-0.477036740452528,4.17546038884841,0.0410134182857039,1
"ENSG00000171790",-7.91562575771971,-0.423205096583709,4.16802233972527,0.041193856577279,1
"ENSG00000281501",-4.62685065026645,0.585462534004523,4.16529580438917,0.04126020777199,1
"ENSG00000255872",-5.88261976654811,-2.02117112270857,4.15796672221487,0.0414391206135457,1
"ENSG00000234394",-5.67123701858715,-2.14481707836458,4.14811919885728,0.0416807961990584,1
"ENSG00000164209",-1.37103447297362,5.41514319041327,4.1448030929283,0.0417625122077037,1
"ENSG00000287623",-7.88770662085149,-0.447992982219415,4.14151016289017,0.0418438237023942,1
"ENSG00000174500",-7.88770662085149,-0.447992982219415,4.14151016289017,0.0418438237023942,1
"ENSG00000227189",-5.34912890264204,-2.33960431145608,4.12302765650138,0.0423033056097296,1
"ENSG00000163884",-7.85923659878343,-0.473213623127959,4.1145496071074,0.0425158444021467,1
"ENSG00000118520",-7.85923659878343,-0.473213623127959,4.1145496071074,0.0425158444021467,1
"ENSG00000253875",-7.85923659878343,-0.473213623127959,4.1145496071074,0.0425158444021467,1
"ENSG00000225731",-7.85923659878343,-0.473213623127959,4.1145496071074,0.0425158444021467,1
"ENSG00000164749",-1.77956886601832,3.8249819859755,4.10477086724245,0.0427623855070281,1
"ENSG00000215114",-1.11332498630615,6.17960819947565,4.09597553299702,0.0429854171978913,1
"ENSG00000164944",-1.62961810929546,4.41231912133936,4.08719567991108,0.0432092767083723,1
"ENSG00000162779",-7.83019351551364,-0.498882377226008,4.08712493338889,0.0432110855008419,1
"ENSG00000108381",-5.23102580542898,1.61324365000265,4.08557496449763,0.0432507339012458,1
"ENSG00000265113",-7.74525709683521,-0.560670677287817,4.0846424669728,0.04327460573955,1
"ENSG00000267711",-7.74525709683521,-0.560670677287817,4.0846424669728,0.04327460573955,1
"ENSG00000230627",-5.56289296879313,-2.21163829926745,4.080024407845,0.0433930320056294,1
"ENSG00000287328",-5.56289296879313,-2.21163829926745,4.080024407845,0.0433930320056294,1
"ENSG00000263982",-5.27643392905328,-2.38367898950142,4.07814793061258,0.0434412500558257,1
"ENSG00000231512",-5.24426886534136,-2.40015797323372,4.07773527937785,0.0434518611201321,1
"ENSG00000113161",-1.59863753788436,4.52476794397866,4.07137026235809,0.0436158793330666,1
"ENSG00000287668",-6.29376291619192,-1.74080583266292,4.06634638618715,0.0437457979953285,1
"ENSG00000114573",-1.16281307780298,5.92480499476341,4.06148536264756,0.0438718928875296,1
"ENSG00000155269",-7.72030618970067,-0.582361281182838,4.06111009771405,0.0438816431440046,1
"ENSG00000181449",-7.80055382850689,-0.52501543360789,4.05921954916911,0.043930798687815,1
"ENSG00000257335",-7.80055382850689,-0.52501543360789,4.05921954916911,0.043930798687815,1
"ENSG00000267055",-5.12991756721407,-0.579504825462749,4.05629956571719,0.0440068341296005,1
"ENSG00000138138",-1.09427800409611,6.15603680079999,4.03983428795546,0.0444381850984266,1
"ENSG00000282542",-6.09668770949274,-1.86304570563236,4.03903926821331,0.0444591250187532,1
"ENSG00000279106",-7.69491608027398,-0.604383857981095,4.03722644435797,0.0445069116029752,1
"ENSG00000170537",-2.98187682618337,3.34939622936981,4.03372240221887,0.0445994325443431,1
"ENSG00000145040",-7.77029251406113,-0.551629873541689,4.0308159448207,0.0446763284485335,1
"ENSG00000255433",-7.77029251406113,-0.551629873541689,4.0308159448207,0.0446763284485335,1
"ENSG00000196911",-2.4275954651334,3.52725102163318,4.02224073935518,0.0449040165100906,1
"ENSG00000186638",-5.08795602169921,1.73224675296854,4.01454991845544,0.0451092619067024,1
"ENSG00000162460",-7.66907102734953,-0.626748752207078,4.01298061396112,0.0451512632581421,1
"ENSG00000168631",-7.66907102734953,-0.626748752207078,4.01298061396112,0.0451512632581421,1
"ENSG00000274667",-5.63667833391411,-2.17688632854678,4.010878076364,0.0452076007935244,1
"ENSG00000151914",-1.12764735640621,6.61098970348676,4.00973405820861,0.0452382858788287,1
"ENSG00000253383",-5.15868308599926,-0.551942837340924,4.00333084350367,0.0454104396905651,1
"ENSG00000279328",-7.73938294039604,-0.578743737157325,4.00189562410011,0.0454491209089404,1
"ENSG00000271862",-7.73938294039604,-0.578743737157325,4.00189562410011,0.0454491209089404,1
"ENSG00000235678",-7.73938294039604,-0.578743737157325,4.00189562410011,0.0454491209089404,1
"ENSG00000089101",-5.95451113334683,1.40453289575257,4.00185276691226,0.0454502765050747,1
"ENSG00000255572",-6.20606216652585,-1.80313156830047,4.00020632592038,0.0454946943875403,1
"ENSG00000240152",-7.64275442794985,-0.649466800623201,3.98836119112788,0.0458156049339235,1
"ENSG00000181074",-7.64275442794985,-0.649466800623201,3.98836119112788,0.0458156049339235,1
"ENSG00000269345",-7.64275442794985,-0.649466800623201,3.98836119112788,0.0458156049339235,1
"ENSG00000170312",-3.91727928083926,0.985081802203362,3.98444071172219,0.04592234387829,1
"ENSG00000092964",-1.89320101031283,4.3511404284376,3.97274564374248,0.0462423133654627,1
"ENSG00000110900",-7.70779672685111,-0.606376096475154,3.97243902780095,0.0462507337191146,1
"ENSG00000272361",-7.61594893888402,-0.672549364025561,3.9637136028026,0.0464910318581435,1
"ENSG00000143951",-3.09122889107318,2.37275459682398,3.9635226047743,0.0464963066376839,1
"ENSG00000178074",-1.37771332345088,4.98521027723597,3.96234210307955,0.0465289224752159,1
"ENSG00000230658",-5.03830747404739,-0.660151759624269,3.96140895372142,0.0465547213331294,1
"ENSG00000184304",-3.42481988578634,1.59087771920718,3.96009854457051,0.0465909757835873,1
"ENSG00000144136",-4.38305295378149,1.7815046491319,3.95799925545145,0.0466491178383718,1
"ENSG00000225662",-6.11265010975473,-1.86824386256826,3.94764671207726,0.046936963481224,1
"ENSG00000111711",-1.11829919653267,5.84967633648318,3.94622523700481,0.0469766326437192,1
"ENSG00000130758",-4.8680513233079,-0.480920829202755,3.94578254911161,0.0469889939708385,1
"ENSG00000117154",-7.67550358732775,-0.634547135511489,3.94242544980026,0.0470828471224492,1
"ENSG00000164007",-7.67550358732775,-0.634547135511489,3.94242544980026,0.0470828471224492,1
"ENSG00000147082",-7.67550358732775,-0.634547135511489,3.94242544980026,0.0470828471224492,1
"ENSG00000279089",-7.67550358732775,-0.634547135511489,3.94242544980026,0.0470828471224492,1
"ENSG00000274024",-7.58863657131901,-0.696008361653623,3.94000851786244,0.0471505387512926,1
"ENSG00000135241",-1.2875434405129,5.77835795244071,3.9393315400232,0.0471695174364126,1
"ENSG00000163017",-5.06672377028115,0.565679090961282,3.92521385695899,0.0475671400245264,1
"ENSG00000117000",-1.76883634085282,4.51316792701666,3.92090823014595,0.0476891097872987,1
"ENSG00000228037",-7.56079705486218,-0.71985630847645,3.91590156307003,0.0478313536395076,1
"ENSG00000179428",-7.56079705486218,-0.71985630847645,3.91590156307003,0.0478313536395076,1
"ENSG00000177551",-7.6424711558115,-0.663278238299043,3.91183294455697,0.047947276380932,1
"ENSG00000164619",-7.6424711558115,-0.663278238299043,3.91183294455697,0.047947276380932,1
"ENSG00000287996",-7.6424711558115,-0.663278238299043,3.91183294455697,0.047947276380932,1
"ENSG00000149633",-7.6424711558115,-0.663278238299043,3.91183294455697,0.047947276380932,1
"ENSG00000238197",-7.6424711558115,-0.663278238299043,3.91183294455697,0.047947276380932,1
"ENSG00000261668",-7.53240963763185,-0.744106355649387,3.89137872106595,0.0485345651027831,1
"ENSG00000211787",-7.53240963763185,-0.744106355649387,3.89137872106595,0.0485345651027831,1
"ENSG00000047578",-2.48959631287059,3.25444801427831,3.89123875860154,0.0485386098077235,1
"ENSG00000156475",-2.86858117630539,2.73303835992124,3.88887406555119,0.0486069996996523,1
"ENSG00000249518",-7.60866390035374,-0.692592085778108,3.88234506822649,0.048796355193565,1
"ENSG00000227527",-5.09497213719228,-2.48100893967748,3.87722047032992,0.0489455254494549,1
"ENSG00000243915",-5.09497213719228,-2.48100893967748,3.87722047032992,0.0489455254494549,1
"ENSG00000269895",-5.09497213719228,-2.48100893967748,3.87722047032992,0.0489455254494549,1
"ENSG00000074966",-3.5489718448439,2.42412512940545,3.87597083275773,0.0489819737136354,1
"ENSG00000188554",-1.03995975260657,7.33669595243187,3.87522843747689,0.0490036407769136,1
"ENSG00000248350",-7.50345231763757,-0.768772334470829,3.86642522128779,0.0492613386283617,1
"ENSG00000112818",-7.50345231763757,-0.768772334470829,3.86642522128779,0.0492613386283617,1
"ENSG00000196652",-2.84479590139584,2.23259890451284,3.86056419606238,0.0494337026212471,1
"ENSG00000244040",-7.57404535564316,-0.722512762651674,3.85254378617532,0.0496706038773659,1
"ENSG00000140795",-7.57404535564316,-0.722512762651674,3.85254378617532,0.0496706038773659,1
"ENSG00000183018",-4.67520112375829,0.778759381181387,3.85183383536921,0.0496916316063896,1
