"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000163349",417.477110342231,-2.40966280789402,0.613991375435003,-3.92458738721991,8.68785182779196e-05,0.055930608895299
"ENSG00000236204",49.4756725222619,-9.12928350101517,2.35390931413645,-3.87834970794714,0.000105167466133054,0.0606194957990798
"ENSG00000272077",37.877344512918,-8.74394930706206,2.37393616624173,-3.68331273241645,0.000230222429760282,0.0906418594884768
"ENSG00000204644",92.499747320104,-10.0315729002428,2.67042319789455,-3.7565479914015,0.000172273246962558,0.0769921732911584
"ENSG00000107036",300.739570911622,-2.9399903057855,0.766769841928945,-3.83425396386149,0.000125945964405336,0.065874125257518
"ENSG00000189431",68.951876724354,-8.09819661484975,1.86365720076164,-4.34532520870263,1.39069473333318e-05,0.0229965281103975
"ENSG00000152463",50.0543236839042,-9.14590951415353,2.13151147493494,-4.2908094193735,1.78023048044311e-05,0.0246311560496635
